830,0
930,80.0008
1010,89.0918
1070,94.5464
1140,100.001
1220,107.2738
1300,114.5466
1380,121.8194
1460,129.0922
1550,136.365
1650,145.456
1750,154.547
1850,163.638
1950,172.729
2100,181.82
2300,200.002
2500,218.184
2700,236.366
2900,254.548
3100,272.73
3300,290.912
3500,309.094
3700,327.276
3950,345.458
4250,372.731
4550,400.004
4850,427.277
5150,454.55
5450,481.823
5750,509.096
6050,536.369
6350,563.642
