0.070797279,0.040196486,14.146449,13.587524,0.98672998,1.0776168,2277.5889,2365.6472
0.078705892,0.041693054,14.474898,13.677302,0.97414297,0.87837803,2238.8005,1809.098
0.07154163,0.054944206,14.786518,13.753687,0.98288101,0.73579746,2262.0466,2052.8035
0.073572971,0.04935164,15.082474,13.823822,0.98137879,0.84227598,2253.6587,2088.231
0.068525173,0.047119491,15.36382,13.893728,0.97455895,0.98782492,2204.0291,1959.2004
0.11422066,0.073515311,15.631466,13.968344,0.9750874,0.99593431,2243.553,1992.2942
0.094393842,0.054286145,15.886153,14.051572,0.9816004,0.98469734,2214.2524,2151.2734
0.09627717,0.068192825,16.128443,14.146355,0.97128797,0.99245858,2167.6694,2196.6741
0.11073166,0.071733959,16.358698,14.25472,0.97694767,1.0534016,2140.1917,2210.0625
0.10054043,0.059797823,16.577085,14.377859,0.97406799,0.93520623,2175.2676,2170.2603
0.13352731,0.0942958,16.783564,14.516176,0.97314703,0.90594321,2215.3804,2080.8079
0.11076083,0.067116775,16.977892,14.669335,0.95958054,0.94681579,2188.7813,1925.4755
0.12595639,0.080599055,17.159639,14.836299,0.96599263,0.84458423,2216.0459,1800.869
0.13953611,0.09466479,17.328192,15.015362,0.96680576,0.8580035,2221.8579,1567.5779
0.11827582,0.075770602,17.482765,15.204164,0.96902543,0.82120186,2209.2417,1770.4138
0.16234772,0.1177328,17.622431,15.39977,0.97153807,0.71394938,2208.2854,1695.7124
0.15783548,0.087746181,17.746119,15.598648,0.97509527,0.70447689,2198.1768,1853.0807
0.15201031,0.098401271,17.852669,15.796777,0.97231334,0.72192997,2145.6052,1924.0519
0.1755068,0.11413299,17.94084,15.989662,0.95965809,0.73928756,2153.5344,2018.8781
0.12522401,0.08345142,18.009346,16.172455,0.9698028,0.65063798,2141.7935,1635.303
0.21556745,0.15846476,18.056871,16.340004,0.96425402,0.60449535,2124.842,1751.5209
0.18972048,0.13219132,18.082161,16.487072,0.96901041,0.54799402,2130.1924,1646.3802
0.1478599,0.1044436,18.083984,16.608389,0.97686732,0.4282074,2126.3533,1553.5902
0.19302778,0.14947581,18.06122,16.69886,0.96180445,0.41954178,2111.9709,1673.4286
0.15856446,0.09174867,18.012897,16.753754,0.94731796,0.45300323,2109.3623,1756.2469
0.24770242,0.20038082,17.938202,16.768871,0.93735641,0.40669006,2036.6993,1561.8231
0.23735654,0.16650839,17.836519,16.740721,0.9353838,0.39202195,2022.4441,1809.6993
0.18245351,0.12256297,17.707489,16.666742,0.89607221,0.44456869,1996.4728,1791.8887
0.2392979,0.20192878,17.551029,16.545458,0.90284455,0.37973043,1998.3719,1696.9484
0.19242015,0.13342834,17.367334,16.376558,0.88640147,0.30581921,1959.521,1844.5558
0.2683098,0.20795099,17.156906,16.160976,0.85482144,0.31412822,1869.5883,1602.9653
0.2571927,0.18398449,16.920574,15.900966,0.81502515,0.26255441,1852.1082,1426.0033
0.20943086,0.16363022,16.659512,15.600155,0.71996152,0.22085527,1598.6792,1084.9077
0.22876367,0.18939161,16.375177,15.263252,0.62452769,0.12936935,1649.2561,1098.8368
0.16518493,0.1239253,16.06938,14.896266,0.53409588,0.10942592,1499.7456,887.68347
0.28852269,0.25519273,15.744243,14.506219,0.43769592,0.079356082,1432.3083,797.76282
0.28353217,0.23697999,15.402032,14.100459,0.34917083,0.093171358,1478.6085,752.21887
0.23243609,0.17990294,15.045503,13.687904,0.349727,0.064455867,1387.1239,624.68665
0.28533363,0.20717961,14.677326,13.27685,0.35280794,0.046315338,1266.0955,817.69043
0.21381232,0.19758989,14.300616,12.87693,0.29819739,-0.047963317,1171.9908,1159.2462
