age,M,A,AIME,Wage,Aopt,Copt,Hopt,Bopt,nextAIMEopt,Iopt,pbopt,ssopt,value
95,1,461333.33,22920,0,463996.52,29069.91,0,1,22920,22330.89,10419.81,9402.2,-0.297193854
95,1,461333.33,29880,0,466382.09,29069.91,0,1,29880,23672.47,12647.96,10446.2,-0.2964546931
95,1,461333.33,36840,0,468767.67,29069.91,0,1,36840,25014.04,14876.12,11490.2,-0.2957192405
95,1,461333.33,43800,0,471153.24,29069.91,0,1,43800,26355.61,17104.27,12534.2,-0.2949874686
95,1,496e3,2e3,0,484759.74,29069.91,0,1,2e3,16029.65,339.85,1800,-0.2908827231
95,1,496e3,3750,0,486566.92,29069.91,0,1,3750,16279.23,673.06,3357.6,-0.2903462186
95,1,496e3,5500,0,486344.55,29942,0,1,5500,16368.96,792.86,3917.6,-0.2901536192
95,1,496e3,7250,0,486994.28,29942,0,1,7250,16458.69,912.66,4477.6,-0.2899611317
95,1,496e3,9e3,0,487698.09,29942,0,1,9e3,16602.5,1104.67,5037.6,-0.2897529135
95,1,496e3,15960,0,493485.59,29942,0,1,15960,20162.79,5858.06,7264.8,-0.2880521139
95,1,496e3,22920,0,498626,29942,0,1,22920,23165.81,10419.81,9402.2,-0.2865583134
95,1,496e3,29880,0,501011.58,29942,0,1,29880,24507.38,12647.96,10446.2,-0.2858703774
95,1,496e3,36840,0,503397.15,29942,0,1,36840,25848.95,14876.12,11490.2,-0.2851857736
95,1,496e3,43800,0,505782.72,29942,0,1,43800,27190.52,17104.27,12534.2,-0.2845044781
95,1,530666.67,2e3,0,518694.67,30840.26,0,1,2e3,17068.26,339.85,1800,-0.2806226578
95,1,530666.67,3750,0,520501.84,30840.26,0,1,3750,17317.84,673.06,3357.6,-0.2801219068
95,1,530666.67,5500,0,521151.57,30840.26,0,1,5500,17407.57,792.86,3917.6,-0.2799423143
95,1,530666.67,7250,0,521801.3,30840.26,0,1,7250,17497.3,912.66,4477.6,-0.2797629545
95,1,530666.67,9e3,0,522505.11,30840.26,0,1,9e3,17641.11,1104.67,5037.6,-0.2795689276
95,1,530666.67,15960,0,528292.61,30840.26,0,1,15960,21201.4,5858.06,7264.8,-0.2779836875
95,1,530666.67,22920,0,533229.32,30840.26,0,1,22920,24000.72,10419.81,9402.2,-0.2766457794
95,1,530666.67,29880,0,535614.89,30840.26,0,1,29880,25342.29,12647.96,10446.2,-0.2760039175
95,1,530666.67,36840,0,538000.47,30840.26,0,1,36840,26683.86,14876.12,11490.2,-0.275365061
95,1,530666.67,43800,0,540386.04,30840.26,0,1,43800,28025.43,17104.27,12534.2,-0.2747291891
95,1,565333.33,2e3,0,553474.74,31765.47,0,1,2e3,18106.87,339.85,1800,-0.271049477
95,1,565333.33,3750,0,555281.92,31765.47,0,1,3750,18356.45,673.06,3357.6,-0.2705818049
95,1,565333.33,5500,0,555931.65,31765.47,0,1,5500,18446.18,792.86,3917.6,-0.2704140625
95,1,565333.33,7250,0,556581.37,31765.47,0,1,7250,18535.91,912.66,4477.6,-0.2702465302
95,1,565333.33,9e3,0,557285.19,31765.47,0,1,9e3,18679.72,1104.67,5037.6,-0.27006529
95,1,565333.33,15960,0,562921.67,31765.47,0,1,15960,22089,5858.06,7264.8,-0.2686226432
95,1,565333.33,22920,0,567805.69,31765.47,0,1,22920,24835.63,10419.81,9402.2,-0.2673851322
95,1,565333.33,29880,0,570191.26,31765.47,0,1,29880,26177.2,12647.96,10446.2,-0.26678486
95,1,565333.33,36840,0,572576.84,31765.47,0,1,36840,27518.77,14876.12,11490.2,-0.266187308
95,1,565333.33,43800,0,574962.41,31765.47,0,1,43800,28860.35,17104.27,12534.2,-0.2655924576
95,1,6e5,2e3,0,588227.05,32718.43,0,1,2e3,19145.49,339.85,1800,-0.262097539
95,1,6e5,3750,0,590034.23,32718.43,0,1,3750,19395.07,673.06,3357.6,-0.2616597681
95,1,6e5,5500,0,590683.96,32718.43,0,1,5500,19484.8,792.86,3917.6,-0.2615027385
95,1,6e5,7250,0,591333.69,32718.43,0,1,7250,19574.53,912.66,4477.6,-0.2613458995
95,1,6e5,9e3,0,592037.5,32718.43,0,1,9e3,19718.34,1104.67,5037.6,-0.2611762203
95,1,6e5,15960,0,597470.28,32718.43,0,1,15960,22923.92,5858.06,7264.8,-0.2598739115
95,1,6e5,22920,0,599320.42,35752.32,0,1,22920,25670.54,10419.81,9402.2,-0.2587679153
95,1,6e5,29880,0,599528.68,37929.63,0,1,29880,27012.11,12647.96,10446.2,-0.25830759
95,1,6e5,36840,0,599604.34,40239.55,0,1,36840,28353.69,14876.12,11490.2,-0.2579032204
95,1,6e5,43800,0,599539.32,42690.14,0,1,43800,29695.26,17104.27,12534.2,-0.2575552579
