p_gamh , p_gamc , p_leispref , p_leisureprefbad, p_fixcost , p_beta , p_bequest , obj
      6.4416300000,      9.7282500000,      3.5800300000,      2.9647500000,      2.8613900000,     10.0974000000,      3.6807600000,      0.0000000000
