.0077918833,.062936679,.0021335895,.042792417,2127.7705,2160.2241
.00712601,.061679099,.0022202174,.045729622,2585.0645,2070.2007
.0073265717,.040672392,.0016842728,.032129645,2515.1069,2319.6418
.0070448439,.048580587,.0012525667,.032707896,3663.4221,3373.2727
.0065617128,.054695696,.001710789,.028562048,2801.7617,2401.7908
.0059495685,.023757121,.0018975225,.02902233,2297.303,2001.0126
.0054269205,.041661792,.0014064541,.017813096,3020.4983,2236.7793
.005335663,.030149452,.0012750569,.027521379,2505.1431,2738.373
.0048579024,.029487727,.001406461,.02996025,3160.0869,2695.0854
.0048842183,.049322344,.001481029,.021930421,4148.4717,3438.1389
.0048830705,.034974512,.0013816132,.022784317,3764.1091,2958.1042
.0047478448,.03441805,.0013874746,.02574214,4393.0186,3399.53
.0045443731,.034718167,.0015601527,.026317246,4443.2485,3326.7415
.0044212891,.026248464,.0013725975,.023906644,4155.2124,3642.9448
.0044733589,.033139464,.0016446137,.026087586,5054.2798,4240.3672
.0047211964,.026012074,.0015163257,.025877098,4897.3789,4519.5415
.0050743204,.03704714,.0017435922,.016439153,4554.3931,4501.3823
.005430216,.042119667,.0018332424,.024766553,4933.4014,4493.0972
.0047813416,.036369558,.0019904391,.026285063,4947.9717,4720.8394
.0047432124,.036004193,.0021250087,.02833418,4841.0327,4490.7422
.0048771133,.031939257,.0022765901,.02729072,5561.6118,4727.959
.004253698,.023397619,.0019986052,.020032592,4993.6626,5107.2095
.0045368066,.025886105,.0021143118,.026605625,5639.7402,5205.0415
.0044962894,.026195239,.0024699522,.023390461,6159.2603,5855.3101
.0041368632,.023220483,.0021096328,.021501197,5956.4526,4684.5098
.004647824,.027152654,.0026503662,.018327832,6649.6118,5778.1787
.0046982961,.03037215,.0025735504,.022990117,6032.0264,6205.5029
.0042933105,.033676311,.0027009568,.022725655,10409.331,6817.3794
.0046552755,.024834549,.0031174936,.022705253,7660.105,5602.9683
.0045120805,.023673322,.0032333778,.021246798,6146.5181,5444.2578
.0052248598,.029217325,.0045396942,.021468904,8178.4927,7584.7129
.0059330058,.029154111,.0049324911,.021581544,7276.1724,8075.3872
.0064072558,.031843707,.0048928768,.020730019,6737.7876,7949.1108
.0065067913,.03536851,.0051647364,.020760655,8632.583,9049.1074
.0075506703,.029795391,.005506386,.019525392,8103.9238,9229.8789
.0080962908,.035026718,.0058533172,.018911686,7338.9248,9045.7764
.0091023082,.042400531,.0061172652,.019705953,7406.0273,8604.2295
.011500222,.040547457,.0067314827,.020437049,7368.833,7029.0942
.011394775,.037622791,.006542786,.018541463,7755.7852,9124.373
.012308083,.047024995,.0066138529,.017170288,7234.4219,9001.6455
.015578549,.062767603,.0074672978,.019252541,9481.6523,9799.9023
.016870014,.056606878,.0070925592,.016378956,9267.9863,8595.5732
.017427668,.052049324,.0070078676,.016112786,8720.2832,9284.6973
.018479738,.072240844,.0072094351,.015718115,7493.2178,6603.7905
.020173425,.059884589,.0071328455,.015425911,8192.5039,8066.0986
.022337146,.05621979,.0070203547,.015194348,9171.9043,10963.596
.026333123,.059803504,.0073051103,.014449155,11729.193,9348.2949
.028982993,.055158172,.0074252672,.013942691,11234.972,10461.392
.029094651,.072487406,.0072326595,.013156731,13693.271,10165.007
.029680442,.079079218,.0074431025,.012277531,11352.897,13359.162
